Dim1,Dim2,Cluster,Name,Label,FIX,prob,N_atoms.x,MW.x,RingCount.x,CyclicPeptide.x,N_atoms.y,MW.y,RingCount.y,CyclicPeptide.y,N_atoms.x.x,MW.x.x,RingCount.x.x,CyclicPeptide.x.x,N_atoms.y.y,MW.y.y,RingCount.y.y,CyclicPeptide.y.y,RingDigits.x,AmideBonds.x,MacroCyclicPept,N_atoms.x.x.x,MW.x.x.x,RingCount.x.x.x,RingDigits.y,AmideBonds.y,CyclicPeptide.x.x.x,N_atoms.y.y.y,MW.y.y.y,RingCount.y.y.y,RingDigits.x.x,AmideBonds.x.x,CyclicPeptide.y.y.y,RingDigits.y.y,AmideBonds.y.y,RingCount,CyclicPeptide,HeteroRatio,AliphaticC,MW,N_atoms,O_atoms,O_C_ratio,ClBr_atoms,RingDigits,AmideBonds,CarboxylCount,DoubleBondCnt,MaxCCRun,BranchPct,SulfurCount,DBE,Class
8.610316104876902e-4,-0.0014513519895590187,2,Tolybyssidin B,NA,1,0.3641602634467618,1.4569257010226708,1.3094714075774947,NA,FALSE,16,1490.8319425680002,NA,FALSE,1.4569257010226708,1.3094714075774951,NA,FALSE,16,1490.831942568,NA,FALSE,-0.34136588569608967,-0.28236784012224214,FALSE,16,1490.831942568,NA,3,0,FALSE,16,1490.831942568,NA,3,0,FALSE,3,0,0,FALSE,0.2919260676489046,-0.7292667414168341,1.3094714075774951,1.4569257010226708,0.6683799709576121,-0.3443448418954051,-0.3958088651130414,-0.34136588569608967,-0.28236784012224214,-0.29749203106712147,0.8542396947092481,-0.5409315651739592,0.8685784942693792,0.9491260071978439,-0.6545708772779284,Misc. PK/NRPS
0.034192377551323774,-0.16485889875654502,Noise,Mycosporine-tau,NA,0,0.7653846153846153,-1.2244089609148092,-1.4554561730215982,NA,FALSE,1,295.072572884,NA,FALSE,-1.2244089609148092,-1.4554561730215982,NA,FALSE,1,295.072572884,NA,FALSE,-1.198001032820239,-0.28236784012224214,FALSE,1,295.072572884,NA,1,0,FALSE,1,295.072572884,NA,1,0,FALSE,1,0,0,FALSE,3.382902451958035,-0.7292667414168341,-1.4554561730215982,-1.2244089609148092,-0.6876383769004588,5.78377185245137,-0.3958088651130414,-1.198001032820239,-0.28236784012224214,-0.29749203106712147,-1.2337991698719522,-1.0111531218284466,0.74852108269652,0.9491260071978439,0.23604729845572353,Misc. PK/NRPS
0.07564299971284837,-0.33955900813048495,5,Bartoloside G,NA,0,0.014552238805970175,-1.4031646050439746,-0.6892627773793524,NA,FALSE,0,626.431317416,NA,FALSE,-1.4031646050439746,-0.6892627773793524,NA,FALSE,0,626.431317416,NA,FALSE,-0.7696834592581644,-0.28236784012224214,FALSE,0,626.431317416,NA,2,0,FALSE,0,626.431317416,NA,2,0,FALSE,2,0,0,FALSE,-2.162058561785708,3.4877974589500758,-0.6892627773793524,-1.4031646050439746,-0.8383070822180223,-1.1146926350251063,1.302338846500975,-0.7696834592581644,-0.28236784012224214,-0.29749203106712147,-1.356624985435552,4.631505558025402,-2.0141012108336263,-0.4534713145500809,-0.0608254267888271,Lipo‑peptide
0.07469679696843019,-0.33920141554749167,5,Bartoloside J,NA,0,0.021773555027711777,-1.4031646050439746,-0.7540789241802258,NA,FALSE,0,598.4000172880001,NA,FALSE,-1.4031646050439746,-0.7540789241802258,NA,FALSE,0,598.4000172880001,NA,FALSE,-0.7696834592581644,-0.28236784012224214,FALSE,0,598.400017288,NA,2,0,FALSE,0,598.4000172880001,NA,2,0,FALSE,2,0,0,FALSE,-2.0815022274456054,3.4877974589500758,-0.7540789241802258,-1.4031646050439746,-0.8383070822180223,-0.9958389755136667,1.302338846500975,-0.7696834592581644,-0.28236784012224214,-0.29749203106712147,-1.356624985435552,3.6910624447164273,-1.882959516148575,-0.4534713145500809,-0.0608254267888271,Lipo‑peptide
0.0764043697759152,-0.3367623747881782,5,Bartoloside H,NA,0,0.019297036526533418,-1.4031646050439746,-0.5459193077825402,NA,FALSE,0,688.423645192,NA,FALSE,-1.4031646050439746,-0.5459193077825402,NA,FALSE,0,688.423645192,NA,FALSE,-0.7696834592581644,-0.28236784012224214,FALSE,0,688.423645192,NA,2,0,FALSE,0,688.423645192,NA,2,0,FALSE,2,0,0,FALSE,-2.2677887506070937,3.4877974589500758,-0.5459193077825402,-1.4031646050439746,-0.8383070822180223,-1.270688063133871,3.0004865581149915,-0.7696834592581644,-0.28236784012224214,-0.29749203106712147,-1.356624985435552,2.7506193314074525,-1.6645654419339029,-0.4534713145500809,-0.0608254267888271,Lipo‑peptide
0.07624346376949064,-0.3380395894752385,5,Bartoloside F,NA,0,0.019297036526533418,-1.4031646050439746,-0.5783273811829771,NA,FALSE,0,674.4079951279999,NA,FALSE,-1.4031646050439746,-0.5783273811829771,NA,FALSE,0,674.4079951279999,NA,FALSE,-0.7696834592581644,-0.28236784012224214,FALSE,0,674.4079951279999,NA,2,0,FALSE,0,674.4079951279999,NA,2,0,FALSE,2,0,0,FALSE,-2.2343527079883647,3.4877974589500758,-0.5783273811829771,-1.4031646050439746,-0.8383070822180223,-1.2213561756122957,3.0004865581149915,-0.7696834592581644,-0.28236784012224214,-0.29749203106712147,-1.356624985435552,2.280397774752965,-1.600238460074308,-0.4534713145500809,-0.0608254267888271,Lipo‑peptide
0.07565003096040798,-0.338925525049899,5,Bartoloside I,Bartoloside I,0,0.014552238805970175,-1.4031646050439746,-0.5322081317874751,NA,FALSE,0,694.353372712,NA,FALSE,-1.4031646050439746,-0.5322081317874751,NA,FALSE,0,694.3533727119999,NA,FALSE,-0.7696834592581644,-0.28236784012224214,FALSE,0,694.3533727119999,NA,2,0,FALSE,0,694.353372712,NA,2,0,FALSE,2,0,0,FALSE,-2.2343527079883647,3.4877974589500758,-0.5322081317874751,-1.4031646050439746,-0.8383070822180223,-1.2213561756122957,4.698634269729008,-0.7696834592581644,-0.28236784012224214,-0.29749203106712147,-1.356624985435552,1.8101762180984775,-1.0969328437662738,-0.4534713145500809,-0.0608254267888271,Halogenated PK
0.07522534959667088,-0.338889331851775,5,Bartoloside K,NA,0,0.021268656716417922,-1.4031646050439746,-0.6431435279838505,NA,FALSE,0,646.3766949999999,NA,FALSE,-1.4031646050439746,-0.6431435279838505,NA,FALSE,0,646.3766949999999,NA,FALSE,-0.7696834592581644,-0.28236784012224214,FALSE,0,646.3766949999999,NA,2,0,FALSE,0,646.3766949999999,NA,2,0,FALSE,2,0,0,FALSE,-2.162058561785708,2.6443846188766944,-0.6431435279838505,-1.4031646050439746,-0.8383070822180223,-1.1146926350251063,3.0004865581149915,-0.7696834592581644,-0.28236784012224214,-0.29749203106712147,-1.356624985435552,1.3399546614439903,-1.4670965673881713,-0.4534713145500809,-0.0608254267888271,Halogenated PK
0.07502677898846237,-0.3383580716668378,5,Bartoloside E,NA,0,0.021773555027711777,-1.4031646050439746,-0.6755516013842872,NA,FALSE,0,632.361044936,NA,FALSE,-1.4031646050439746,-0.6755516013842872,NA,FALSE,0,632.361044936,NA,FALSE,-0.7696834592581644,-0.28236784012224214,FALSE,0,632.361044936,NA,2,0,FALSE,0,632.361044936,NA,2,0,FALSE,2,0,0,FALSE,-2.122899232592603,2.6443846188766944,-0.6755516013842872,-1.4031646050439746,-0.8383070822180223,-1.0569165505403788,3.0004865581149915,-0.7696834592581644,-0.28236784012224214,-0.29749203106712147,-1.356624985435552,1.3399546614439903,-2.0141012108336263,-0.4534713145500809,-0.0608254267888271,Halogenated PK
0.030274636679869536,-0.17869189239464756,Noise,Synechobactin A,NA,0,0.06725888324873097,-0.6881420285273131,-0.8420793257107836,NA,FALSE,4,560.342129116,NA,FALSE,-0.6881420285273131,-0.8420793257107836,NA,FALSE,4,560.342129116,NA,FALSE,-1.6263186063823138,-0.28236784012224214,FALSE,4,560.342129116,NA,0,0,FALSE,4,560.342129116,NA,0,0,FALSE,0,0,0,FALSE,0.7748911276972064,0.9575589387299301,-0.8420793257107836,-0.6881420285273131,-0.38630096626533195,1.2452382004664597,-0.3958088651130414,-1.6263186063823138,-0.28236784012224214,-0.29749203106712147,-1.110973354308352,3.22084088806194,1.8163543022425332,-0.4534713145500809,3.946956364012607,Misc. PK/NRPS
